order_id,stu_account,date,stu_address,phone_number,order_amount,in_delivery
o68334032,t10000912,2021/7/19,93854,17572443,1,F
o82378869,t10003706,2020/2/6,11106,37900893,4,T
o17286123,t10003168,2021/4/21,46357,10856132,8,T
o99955770,t10007699,2021/9/18,77744,64224007,1,T
o76938387,t10001071,2020/8/15,96881,48608281,7,T
o91546411,t10010164,2019/12/28,52021,96405319,4,F
o63526480,t10006569,2021/11/30,39794,72103498,4,F
o10375101,t10004917,2020/5/18,73373,12323292,7,T
o95552281,t10004628,2021/9/21,43123,28192058,9,F
o74362020,t10011660,2020/9/14,77737,37883168,6,F
o62551129,t10010932,2020/8/29,22818,56857836,8,T
o63769397,t10008887,2020/2/6,94915,54821481,1,T
o54665506,t10007281,2021/1/28,73222,86856192,4,T
o36831329,t10009474,2020/4/16,10724,63385664,7,F
o79679732,t10010770,2020/1/9,86970,78318198,7,T
o40109992,t10001705,2020/6/30,88620,53428170,7,T
o53524829,t10009022,2021/9/18,74486,39901199,1,F
o84809115,t10009146,2020/12/16,18292,42731808,8,T
o80509808,t10005041,2020/10/14,57768,94264213,9,T
o19200904,t10002368,2020/4/16,21708,14116540,1,T
o81462135,t10007453,2020/6/4,76471,74892971,2,F
o11133755,t10004102,2020/5/19,57068,47654295,3,F
o59828114,t10000531,2020/4/11,64186,15381242,6,F
o44919324,t10006139,2021/2/11,55553,43018933,4,F
o83551596,t10004753,2021/3/12,26475,35303598,4,T
o84715965,t10010519,2020/2/5,26445,54558639,3,F
o79068566,t10002714,2019/12/14,30773,54026741,4,F
o54028158,t10012015,2021/12/8,44526,55969782,7,F
o64046812,t10002696,2020/4/18,11795,84869781,10,T
o13728443,t10001861,2019/12/2,89699,61298362,3,F
o59193605,t10004617,2020/2/29,50864,72924953,2,T
o73109160,t10008305,2020/3/31,78632,46116894,6,F
o42790608,t10009820,2020/11/8,97286,88426615,3,F
o90340687,t10007158,2020/6/3,66179,27292369,9,T
o38093828,t10005116,2021/3/31,44198,73271205,10,F
o11384161,t10005987,2021/9/11,78584,62639033,2,T
o53341433,t10004779,2021/8/6,81420,64800615,5,T
o77989006,t10005759,2020/11/21,49658,98375803,3,F
o79043991,t10010139,2021/7/3,36063,31585434,4,F
o75536094,t10006481,2021/12/27,93996,40905218,9,T
o53528892,t10000668,2021/4/17,60357,18522173,8,T
o70998807,t10009780,2021/7/28,14327,15373102,6,T
o36698606,t10003920,2020/6/20,56844,36784266,5,T
o37793165,t10001083,2020/3/23,67019,90113724,5,F
o85491977,t10004230,2020/9/26,21512,13666038,8,F
o95946632,t10010375,2020/5/27,57191,64553676,1,T
o95492489,t10000679,2020/4/10,68333,87822058,1,F
o69256466,t10008949,2020/6/24,90051,23442779,3,T
o60184313,t10010569,2020/6/8,23689,35655630,6,F
o48514554,t10004229,2021/11/15,19558,87445775,9,T
o15470973,t10010793,2020/7/18,39884,47243377,1,F
o96850278,t10004194,2021/9/4,62140,41723927,5,T
o51000198,t10007384,2020/9/22,53328,62623711,5,T
o22236366,t10009510,2020/2/11,52758,77388319,10,T
o31381530,t10002682,2021/3/10,17519,30786785,3,T
o65049403,t10005608,2021/12/7,59082,56514648,10,T
o30682075,t10004150,2020/11/20,24734,55338584,4,F
o84244709,t10006444,2020/11/3,69229,54497233,5,F
o82842777,t10004657,2021/5/4,36585,48157790,4,T
o37715685,t10004591,2020/3/13,48477,37873980,5,T
o93159508,t10001782,2021/2/21,20450,80988073,6,F
o47362392,t10008618,2021/12/2,99506,93482494,5,F
o24800649,t10009228,2020/6/16,99732,33720769,1,T
o67043091,t10011435,2021/11/19,39999,58742401,6,F
o71600975,t10001186,2020/12/13,81734,16756214,1,T
o13966674,t10002711,2019/11/7,18303,54588774,2,F
o13552410,t10001746,2021/11/16,93881,16587780,8,F
o26634102,t10008823,2020/10/25,66469,31225379,1,T
o35940888,t10002319,2020/6/4,65195,83930167,1,F
o37142195,t10010678,2020/6/1,93210,99972444,3,F
o98186157,t10005595,2021/11/5,67230,10392328,5,T
o25708600,t10010981,2020/4/7,87531,89649988,1,F
o40643939,t10010534,2021/11/18,29756,54581163,3,T
o77668471,t10007558,2021/10/10,38504,50188777,6,T
o95551128,t10005886,2020/9/3,78939,68396653,4,F
o23756243,t10004888,2020/8/22,55946,23790448,9,T
o77510064,t10002092,2021/12/19,24480,95378377,7,F
o77947426,t10010756,2021/7/24,29346,54988976,2,T
o48212446,t10006665,2020/12/4,86651,19099569,7,T
o65811456,t10004588,2020/2/21,20800,77458726,3,F
o37231961,t10006130,2020/10/10,51235,20909039,2,T
o77491785,t10004571,2020/9/5,21232,12490087,4,T
o34107539,t10009033,2020/4/16,10805,98784727,5,F
o56928703,t10007297,2020/12/13,13532,13024598,4,T
o21113437,t10010434,2021/8/28,87407,72793194,7,F
o71013000,t10003307,2021/10/10,87466,40073634,5,T
o39322817,t10011642,2021/10/10,68867,62865605,8,F
o62734816,t10002776,2021/12/17,71909,88093437,6,T
o17891805,t10010727,2021/6/1,12380,17646216,4,T
o95051093,t10012057,2020/2/13,25565,11121593,1,F
o25198317,t10003336,2020/10/3,68002,39311750,5,T
o80705456,t10004339,2020/9/4,29074,97917659,8,T
o94562539,t10006085,2021/4/24,45546,78629670,9,F
o48638023,t10011273,2021/8/24,46901,98244068,6,T
o87393929,t10010146,2021/6/4,74321,59324255,8,F
o43820007,t10008229,2020/8/21,24464,16447559,8,F
o49960339,t10001802,2021/1/10,69046,32491414,1,T
o77050244,t10003023,2021/11/22,42254,67668303,2,F
o16032857,t10001831,2021/1/2,91052,69521688,3,F
o90815696,t10003216,2021/11/22,59097,40788178,7,F
o80161921,t10003031,2020/2/16,99131,96316425,9,T
o66596523,t10012139,2021/9/19,89728,29446827,9,F
o79149796,t10008221,2020/10/2,18915,84231079,3,F
o89219821,t10010341,2021/9/22,67397,90624716,3,F
o28215954,t10000936,2020/3/8,66594,68129706,4,T
o47819855,t10003739,2020/12/21,89674,79142432,2,T
o34039122,t10011929,2020/1/30,41714,45024771,4,T
o75366452,t10005109,2020/2/20,41126,14077866,9,T
o36982419,t10003779,2021/2/2,66310,50628106,1,F
o97145853,t10002232,2020/12/10,68524,32195901,10,F
o62816333,t10012409,2021/10/15,57073,67435559,4,T
o78759885,t10007626,2020/11/29,67654,64261116,5,T
o82064636,t10005012,2020/9/19,33018,50576562,6,F
o76937830,t10004565,2021/5/6,16497,86786888,6,F
o70986614,t10004708,2019/12/8,37936,72476128,1,F
o21573185,t10011852,2021/7/16,25432,92790653,8,F
o75921713,t10009775,2020/12/17,14329,53984609,4,T
o18388577,t10008678,2020/4/29,63078,31162909,9,F
o33507436,t10008992,2020/3/17,67458,34682748,7,F
o63101502,t10008530,2021/10/24,87963,26119372,9,F
o74925087,t10005501,2020/8/13,92627,73203796,7,F
o96977556,t10002962,2020/5/6,51755,24085655,7,F
o60766180,t10011160,2021/1/25,88932,78421742,4,T
o99579355,t10004957,2021/10/12,55661,98311541,2,F
o16920237,t10009154,2019/12/11,10781,64155215,4,T
o43096535,t10002229,2021/1/14,44435,54136624,10,T
o59332930,t10011231,2021/5/2,86543,73516097,1,T
o11677537,t10000116,2020/10/16,44482,14370673,10,F
o94587172,t10005068,2021/2/16,45916,17546215,4,T
o83062713,t10000964,2021/2/22,56886,99579574,8,F
o99828727,t10012400,2020/4/29,83425,31328272,3,T
o50191304,t10006580,2021/7/4,26770,66125499,1,F
o67192977,t10009986,2021/9/2,50949,71287519,7,T
o85679956,t10008348,2021/6/10,18890,46763358,8,T
o99896772,t10004211,2020/9/6,12525,66092379,6,T
o41237071,t10010445,2021/10/1,49600,82678028,8,F
o12129923,t10006318,2020/4/29,93384,18401957,1,T
o55860558,t10002635,2020/10/28,82067,30138272,3,F
o17446834,t10000536,2020/2/11,16498,61287490,3,F
o80672495,t10012496,2021/11/23,63885,18499452,4,F
o49452460,t10006381,2021/10/6,93615,77284267,2,F
o39934960,t10004256,2020/6/6,86462,57108823,1,F
o79973822,t10004247,2021/7/11,68732,74608160,6,F
o36359705,t10011006,2021/5/7,24382,88131481,3,F
o37710013,t10002919,2020/10/1,98986,50068495,9,T
o11072783,t10005961,2020/2/20,87046,12300252,6,F
o11026364,t10006289,2021/7/15,31728,35490803,1,F
o65417280,t10004006,2021/7/25,80611,21517985,9,T
o76579623,t10010780,2020/8/29,62381,77295723,2,T
o81016901,t10000375,2019/12/2,69839,15780410,3,F
o11629177,t10008886,2020/2/27,54621,82209172,5,F
o85985449,t10009703,2020/4/2,23092,92780203,6,T
o86664476,t10000238,2021/6/21,54948,53091484,2,T
o86084721,t10002997,2020/2/10,69283,19100973,1,T
o89300193,t10006778,2020/4/16,14124,99921469,10,F
o11150823,t10000177,2019/11/30,82032,38747759,3,T
o54761817,t10000657,2020/7/5,41504,53505180,1,F
o64196670,t10000172,2021/10/3,22814,68026724,1,F
o99394856,t10009068,2020/9/7,80345,39614459,8,T
o26671221,t10008742,2020/2/20,54369,73649227,6,T
o91501347,t10003475,2021/4/14,34278,82301536,5,T
o80126006,t10003685,2021/10/23,45887,24095890,2,T
o99590367,t10006118,2021/2/12,46577,81614160,2,T
o87383139,t10003603,2021/4/8,50546,87027282,9,F
o21575169,t10003959,2020/2/14,16258,72146794,1,F
o47148337,t10002381,2020/12/7,74363,56576839,1,T
o81994486,t10010570,2020/10/12,21314,20920158,4,T
o85528146,t10009286,2020/12/5,46994,89615623,8,T
o65634924,t10006729,2020/4/1,40502,15382276,10,F
o12838127,t10003376,2020/2/16,47282,24334189,5,F
o99764356,t10005837,2021/6/30,97168,30518094,4,F
o69277254,t10002976,2020/8/29,18247,88847547,7,T
o31125871,t10008930,2020/5/10,63633,72644859,9,F
o34805049,t10007084,2020/12/19,71920,43046834,5,T
o99883639,t10001148,2021/1/13,91442,20420935,5,F
o13739751,t10004142,2020/11/13,29944,92809195,7,F
o86403255,t10008536,2019/11/16,95134,92326273,5,F
o91946588,t10012227,2019/11/17,53033,71512573,9,F
o20196490,t10009691,2020/12/9,58117,56243656,2,T
o98403853,t10003551,2020/10/31,22555,98263450,4,T
o88322543,t10002453,2021/4/14,23623,66349544,1,T
o30456307,t10008001,2021/4/1,72407,79123261,5,T
o23143227,t10005079,2020/2/3,68909,10325462,10,T
o96996891,t10008303,2020/5/19,26790,82316958,10,F
o76897087,t10008022,2020/11/2,46244,32000402,1,T
o78820318,t10009427,2020/9/5,84025,88206736,8,F
o77697135,t10011917,2020/9/22,45701,57292400,5,F
o46718085,t10009961,2021/3/2,42655,32927580,8,T
o26321574,t10007563,2020/12/16,85852,96239119,3,F
o78332656,t10002163,2020/12/2,23022,51294079,8,T
o51963174,t10009223,2021/9/16,99609,73984722,10,F
o23644377,t10004499,2021/5/3,67834,51405738,9,T
o42782191,t10000542,2021/4/3,62682,67554697,5,T
o14149229,t10001502,2021/9/8,13839,12108628,10,T
o16968419,t10007133,2021/7/4,60400,86036462,5,T
o67398486,t10002377,2020/9/15,53401,45333013,2,F
o36531471,t10012120,2020/7/9,54486,36684141,5,T
o99080860,t10008628,2020/6/23,96219,69460476,2,F
o26428926,t10010257,2021/4/27,85313,39587105,9,T
o55776054,t10010858,2020/2/21,69272,19693222,4,F
o31924434,t10009212,2019/11/30,95031,94960463,7,F
o54506463,t10003636,2021/7/13,69610,68058305,1,F
o71919622,t10004353,2021/6/4,27521,84655412,3,F
o84514497,t10008255,2020/4/2,15777,32898867,9,F
o62540144,t10003552,2020/8/14,88724,45972289,7,T
o80231615,t10004791,2020/9/16,26629,20199968,10,F
o74801973,t10002962,2021/5/18,34894,85670547,3,T
o91986892,t10012215,2019/11/14,71280,17505873,1,T
o26462864,t10010859,2019/12/26,87680,60239764,9,T
o65937679,t10007350,2020/2/6,41569,17446059,6,T
o63612836,t10004211,2021/9/21,71791,42023520,9,T
o49038195,t10008394,2019/11/16,64796,56807096,4,F
o12211829,t10012213,2021/12/19,50274,10386491,1,T
o84755913,t10003325,2021/2/10,76468,34101181,4,F
o67652251,t10010005,2020/1/25,94244,19337973,9,F
o22058557,t10007424,2020/1/4,51973,32161265,8,F
o27533019,t10000917,2021/3/7,63983,77267301,3,F
o30442026,t10004334,2021/8/15,55532,53321061,9,F
o87128742,t10009709,2020/4/21,51162,68747059,3,T
o71234614,t10010610,2021/6/20,29830,74163227,4,F
o11660878,t10005994,2021/10/16,32682,10536020,10,F
o97940594,t10007869,2020/6/27,95445,53590349,5,F
o69053795,t10004650,2021/4/13,77207,11807020,3,T
o44024804,t10012314,2020/2/18,80765,56446549,2,F
o91471921,t10007519,2021/9/17,43688,49187133,7,F
o18503931,t10001206,2021/1/1,16748,75955400,5,F
o52126809,t10002001,2020/5/4,19755,88632449,10,F
o35969920,t10002129,2020/9/3,62330,71508818,5,F
o68232755,t10006225,2020/1/2,65586,65451111,2,T
o92716137,t10012365,2020/11/15,32644,55200863,9,F
o16090184,t10008629,2020/1/5,79221,95147287,10,T
o50599428,t10002780,2020/3/22,85876,74419619,3,T
o53043807,t10000608,2019/11/30,45950,96208772,8,T
o11397370,t10002495,2020/3/28,64053,80422379,4,F
o47501013,t10011838,2021/10/4,68256,41311731,2,T
o56353598,t10005124,2021/9/18,87440,31988687,7,F
o28004848,t10011267,2021/4/28,49268,10605182,10,F
o13590662,t10010468,2020/11/3,11123,46072599,2,F
o22267576,t10000060,2019/12/14,24672,72177365,10,F
o94740696,t10007024,2020/8/27,51627,36866838,4,T
o82696215,t10003493,2020/7/15,30392,89619977,9,F
o99356207,t10002719,2021/11/18,84658,25019868,2,F
o19700012,t10006537,2021/11/2,32169,66673842,1,T
o77143085,t10012229,2020/7/19,11303,96162002,7,F
o55553197,t10009497,2021/1/30,68923,55950557,9,T
o85453765,t10006165,2021/11/7,28121,95371640,1,F
o14099238,t10008490,2020/12/10,89362,85615350,2,F
o79026860,t10006001,2020/12/17,45117,16649752,2,F
o87221040,t10009147,2021/4/24,77803,26365132,5,T
o62825917,t10012172,2020/7/5,66050,42611221,7,T
o77937164,t10005285,2020/11/15,54306,91477755,10,T
o36440261,t10003752,2021/12/1,30026,59099795,7,F
o40047693,t10005825,2021/11/24,58563,24055718,10,T
o83536703,t10006433,2021/5/17,36667,36004336,6,T
o41417548,t10004463,2020/12/18,71200,49491084,10,T
o72333506,t10007592,2020/6/1,41701,67713655,9,T
o20725592,t10006562,2020/11/8,58830,17813967,7,T
o92996771,t10002568,2020/7/15,84882,27633256,6,T
o58732445,t10001683,2021/7/3,94360,62555064,3,F
o35557505,t10010412,2021/7/7,16495,74932252,6,T
o61955177,t10007182,2021/9/19,42514,72047248,3,T
o71939077,t10002021,2019/12/7,27411,83651044,5,T
o68463467,t10000752,2021/10/5,44306,98205649,8,F
o47806386,t10008269,2021/10/18,24907,70176088,7,F
o98184851,t10004144,2020/8/2,59608,58437140,9,T
o59341661,t10002767,2021/12/9,75501,18575848,9,T
o38688407,t10000283,2020/5/30,18869,22680518,4,T
o55858468,t10001853,2021/8/29,97778,59824216,5,F
o25777034,t10001561,2021/8/2,25620,66374475,7,T
o17509254,t10008289,2021/6/23,98875,35887508,3,T
o53498078,t10004377,2020/1/1,82696,45741161,7,F
o62151015,t10009728,2020/2/6,10948,49633028,3,T
o80150604,t10003447,2021/1/14,78220,21691135,8,F
o68251141,t10009123,2021/3/29,26368,66154787,9,F
o17997434,t10006348,2021/4/8,49287,98944264,8,T
o11863686,t10002099,2020/1/27,65085,59779806,7,T
o64852493,t10000394,2021/6/17,83458,10943310,9,T
o49636971,t10005596,2020/3/23,70966,24870017,5,T
o32969368,t10000789,2020/11/5,52633,57684025,2,F
o99021847,t10004242,2020/3/6,60872,53235167,6,T
o88735321,t10001139,2020/3/4,10245,43617255,10,T
o11658894,t10009820,2020/7/18,62924,59879280,1,T
o81981734,t10010841,2021/7/4,71937,26384977,8,F
o56621290,t10008033,2020/5/17,54762,67254883,2,T
o66560101,t10000480,2021/3/8,34711,75521127,7,F
o99697039,t10006641,2021/4/13,84485,88633993,6,F
o16777991,t10006917,2020/10/20,98677,71390217,5,F
o94558677,t10003070,2021/3/12,81891,70946952,7,F
o24994799,t10010081,2021/2/25,80840,89025588,6,T
o75207107,t10006286,2021/6/2,91657,75481244,10,T
o63539041,t10011938,2020/1/7,77781,83544632,9,F
o10066699,t10009008,2020/8/4,87693,77100877,1,F
o60085698,t10002509,2021/3/21,58578,70353021,10,T
o52857256,t10006165,2021/6/15,95920,42393381,9,F
o87186895,t10011790,2020/9/5,55803,73951557,4,F
o78998564,t10010313,2021/4/15,66581,30502731,8,T
o79483123,t10000853,2021/10/9,59862,20187072,3,F
o34410350,t10005176,2021/3/13,42622,28504323,9,T
o89749136,t10001497,2021/5/10,98846,33890995,10,F
o67179830,t10000241,2020/1/26,87705,97098753,4,F
o55578366,t10000992,2021/9/20,49760,33226403,1,F
o30510986,t10006624,2021/5/7,77973,82656666,9,T
o66328611,t10002904,2020/6/1,36841,50346155,2,T
o15649556,t10002475,2019/11/11,60258,30521450,6,T
o49591552,t10011489,2021/2/11,95968,51531495,2,T
o40101869,t10007635,2020/4/5,76044,63949381,10,T
o15416713,t10002279,2020/11/21,62241,40481048,6,F
o35565836,t10007582,2020/1/22,91776,12133686,6,T
o89226322,t10010927,2020/3/13,91870,74773077,4,T
o16158070,t10001812,2020/7/3,56113,87181990,7,F
o70589139,t10003400,2020/10/20,49588,35629343,7,F
o41519733,t10008456,2020/2/19,44040,53190994,10,F
o59191785,t10012308,2020/1/5,10657,93747743,5,F
o46962278,t10008999,2019/11/22,83274,41551931,8,F
o10236452,t10001118,2020/1/19,23949,18692666,2,T
o81212181,t10007384,2021/11/20,37433,32544728,4,T
o76417168,t10002074,2021/12/24,34903,17680050,2,T
o83681794,t10002720,2020/2/9,44219,98856478,8,T
o65776652,t10008971,2019/12/28,36657,20079272,9,T
o65017537,t10001870,2021/3/1,32210,24690377,10,T
o31227120,t10011226,2021/2/3,64206,41975343,10,T
o68137317,t10003541,2021/10/20,66393,63943272,6,F
o41866685,t10007647,2021/12/16,86503,72346330,7,F
o56549412,t10003266,2021/11/19,65172,74389096,9,T
o85712446,t10007007,2021/11/17,80226,75321482,6,F
o78400294,t10003146,2021/12/15,59112,38704601,7,T
o17751950,t10002466,2021/10/25,76836,66727668,1,F
o38970238,t10002616,2020/4/4,63903,66721286,6,T
o18690246,t10010636,2020/3/18,52472,15542834,9,T
o33513255,t10003765,2021/2/15,64731,29683273,10,F
o49273090,t10004619,2021/4/22,50030,18470160,6,T
o38337858,t10004286,2020/4/2,82107,56652337,9,F
o49937544,t10010388,2020/7/27,38297,88400188,1,T
o73078431,t10002729,2021/11/13,24485,36364488,9,F
o32420485,t10004340,2021/7/23,84901,21242778,3,T
o93208000,t10001292,2021/2/12,70499,16526511,5,F
o94584107,t10008979,2021/9/19,68896,84748617,8,F
o60169412,t10000782,2019/12/9,83966,98689138,3,T
o21180724,t10006907,2020/5/16,22566,99392767,2,F
o48498465,t10010534,2019/11/1,17807,60393041,9,T
o41865833,t10011094,2021/5/12,47184,63407147,10,F
o29522291,t10008514,2021/7/15,18247,94989114,7,F
o75296049,t10007992,2020/5/16,29133,21731536,1,F
o99789052,t10008289,2021/1/22,31544,68388865,10,T
o74832633,t10000840,2021/9/8,62860,73474475,5,F
o15584892,t10006253,2020/12/12,36019,79008271,1,T
o89744201,t10001868,2021/7/21,42794,28240407,3,T
o78861708,t10007459,2021/12/17,90597,62999904,10,F
o59546755,t10008060,2020/7/6,87630,42602957,9,T
o84070947,t10006872,2020/7/4,82445,17871838,5,T
o63070189,t10005189,2020/2/25,33633,30825418,9,F
o60300289,t10010749,2021/10/30,54835,34927687,3,T
o23536522,t10004433,2020/11/12,68077,37434931,10,T
o59974468,t10001729,2020/1/9,76215,54035426,8,F
o66749125,t10007729,2021/1/3,53345,35219497,5,T
o88781309,t10005668,2021/4/3,21327,70536302,9,T
o48175114,t10005747,2021/6/10,66456,17628745,2,T
o83111794,t10003280,2021/10/2,30660,72815914,7,T
o31409087,t10007960,2020/3/1,37405,50556125,4,F
o30922206,t10000461,2020/5/16,62898,98755059,9,T
o87701195,t10002074,2020/12/9,37150,18338867,3,T
o28999535,t10006343,2020/12/5,27339,66368553,6,F
o28200910,t10008006,2020/11/13,66408,66451634,2,T
o16251281,t10010656,2021/4/19,17158,21116469,6,F
o66633905,t10008657,2019/11/25,97162,59996074,3,T
o22411458,t10008621,2020/5/4,33518,54345592,2,T
o94969574,t10008134,2020/6/27,44642,83663658,4,T
o90213452,t10000571,2021/7/2,75767,59352800,10,T
o89613958,t10006991,2021/11/12,78085,34749925,6,F
o17541690,t10002435,2020/9/10,55040,69830205,2,T
o89809975,t10008667,2020/3/1,96106,42347371,10,F
o90979680,t10009538,2020/3/29,42924,99415341,1,T
o72971032,t10007891,2020/1/23,88078,11091319,1,F
o97995000,t10009545,2021/5/5,62408,11930684,3,F
o81761701,t10012340,2021/4/13,35985,20921513,9,F
o16892404,t10006805,2020/7/20,81330,36658993,5,T
o49939835,t10008845,2021/11/13,53876,96014459,3,T
o22251604,t10006638,2021/11/22,56124,53396676,6,T
o23135626,t10010642,2021/4/4,61245,54870443,10,F
o31539108,t10011555,2020/9/10,45398,19232291,10,F
o23780402,t10007612,2020/8/16,81861,52664437,4,T
o56281207,t10003139,2020/1/6,77273,86099165,10,T
o54331099,t10007960,2021/2/4,90088,46380373,3,F
o65435353,t10005742,2020/10/10,58908,67687523,3,F
o70675893,t10007948,2021/2/4,84063,77088717,4,T
o85784577,t10002692,2021/5/16,18092,46298684,7,F
o10660808,t10006023,2021/12/25,95291,41242546,4,F
o32587885,t10002404,2021/8/22,30138,12194442,4,F
o11420926,t10006434,2021/12/31,86356,49330266,10,T
o75326176,t10005095,2021/7/1,18427,85026133,8,F
o43063226,t10002757,2020/11/26,26086,44836712,2,F
o22830956,t10003739,2021/11/3,92108,66191513,9,T
o18714969,t10005030,2020/12/4,13002,38927416,3,F
o49086535,t10005752,2021/3/28,71162,23840320,4,T
o34896837,t10004182,2021/9/3,84263,76169418,6,F
o42394740,t10006310,2021/6/7,47902,35115896,5,T
o47484762,t10009501,2021/9/14,42125,59500850,7,T
o65839361,t10007724,2020/6/22,73966,99696737,4,T
o77184689,t10007726,2021/7/19,16298,87943246,5,F
o74898599,t10005361,2020/6/19,33567,68771477,7,F
o67665748,t10009245,2021/1/8,63382,65937552,4,F
o52731428,t10002294,2021/7/14,47907,52902517,2,T
o54130598,t10011671,2019/12/30,86395,78234891,9,F
o84765713,t10010040,2021/2/24,68798,96393923,7,F
o16909159,t10009851,2021/4/10,58184,45436107,8,T
o31165503,t10004901,2020/6/25,88133,90245397,1,T
o80292845,t10005078,2021/1/22,85669,92730024,4,T
o24400975,t10000571,2020/9/10,63500,27752895,7,F
o88293370,t10003096,2020/11/9,96380,68948844,10,F
o61467447,t10003441,2021/10/11,73225,44465500,10,T
o52477945,t10006322,2021/5/27,68668,87407950,8,T
o73222857,t10000846,2020/9/7,81864,32169538,6,T
o88872347,t10009969,2020/3/30,50066,60414726,5,F
o12440488,t10005251,2021/7/11,37454,49688979,5,F
o94046798,t10002808,2021/6/3,64312,26608865,6,T
o55580331,t10002238,2021/8/8,86866,56934398,5,F
o36021059,t10001129,2021/5/13,32412,57163058,1,F
o83057820,t10010513,2021/4/9,24682,75006478,2,F
o49176923,t10004483,2021/9/20,70686,64547160,1,F
o17655529,t10008348,2020/6/26,60175,13604443,9,F
o65946515,t10005326,2020/10/11,44143,81205153,5,F
o52167734,t10004563,2020/5/11,54724,61388269,8,T
o66748665,t10010008,2020/8/5,36015,62167125,2,F
o33923948,t10003486,2019/11/6,32088,42020965,4,T
o75206916,t10002991,2020/12/5,80876,52562218,6,T
o34646205,t10009482,2021/10/15,95880,14131845,6,T
o93064422,t10009941,2020/9/1,27607,11590172,9,F
o30239007,t10004628,2021/4/12,53231,88559519,6,T
o17679931,t10008018,2021/3/14,50792,36215184,9,T
o44353456,t10011714,2021/6/3,23892,44711205,3,T
o57812159,t10012541,2021/3/3,92419,74423688,1,T
o95302272,t10006808,2020/7/19,75259,52970446,9,F
o21940673,t10001570,2020/8/24,82364,76507610,2,T
o78949107,t10007510,2020/10/23,23494,77760563,2,T
o86567185,t10007017,2021/6/17,60921,17131258,8,F
o73677483,t10002844,2020/11/14,93371,40195211,5,F
o44271947,t10005619,2020/1/14,19821,14061077,6,F
o60046710,t10008267,2021/1/10,76352,19352646,8,T
o76823813,t10004331,2020/11/21,74936,66487107,9,F
o65253208,t10004394,2021/1/4,51139,92351749,3,T
o26671264,t10004070,2020/12/26,19947,29265532,4,T
o52158432,t10001452,2020/7/16,16560,12558013,3,T
o11011654,t10002907,2020/6/24,56187,46426939,2,T
o95259237,t10011127,2021/4/1,51823,26420314,4,T
o44322018,t10002141,2021/11/12,41555,86038077,6,T
o78638080,t10009692,2021/7/25,19303,68581607,9,F
o28007798,t10005027,2020/7/9,42480,46904593,5,T
o95083298,t10005486,2020/2/2,24399,66193470,6,T
o60856712,t10002311,2021/2/1,65395,61293550,9,F
o58323851,t10000570,2020/1/1,57023,37024738,6,T
o83365614,t10000809,2021/7/24,16537,28403755,2,T
o58129399,t10001500,2020/11/26,88641,87034106,7,T
o15173991,t10003861,2019/11/15,15366,71175947,9,T
o11656444,t10010488,2021/6/20,70153,88557404,7,F
o21026918,t10003108,2021/8/19,47210,51197262,2,T
o81372865,t10012175,2019/11/5,51635,20793609,10,T
o68669619,t10002294,2020/3/10,89292,26141681,6,F
o97366199,t10003261,2020/10/22,96363,91561240,5,T
o15584578,t10005505,2020/6/23,67915,37761182,5,T
o57832720,t10003514,2021/3/4,17764,15480146,2,F
o14375030,t10002943,2020/11/26,11943,90028167,8,F
o93888681,t10004184,2020/6/15,58855,53452313,5,F
o88714055,t10012024,2021/11/23,57191,14589981,2,F
o50525870,t10008962,2021/3/28,98119,55221513,9,T
o13862565,t10011234,2019/12/16,66133,34998856,4,T
o37366438,t10003219,2020/1/18,67904,83488304,6,F
o98175609,t10006975,2021/6/22,94793,33924268,6,F
o61221234,t10009149,2021/5/3,27869,44576586,10,F
o11871226,t10002198,2021/9/15,60908,49984462,6,F
o91474359,t10000971,2019/11/12,15688,12399891,2,F
o73319885,t10010899,2020/12/29,15673,85024343,5,F
o62967178,t10001181,2020/3/17,97550,81998741,2,F
o81675342,t10010495,2021/12/17,46875,36595309,6,F
o62357386,t10003573,2020/9/21,68306,99201896,9,F
o74252051,t10009288,2021/8/26,30007,44310549,4,T
o97361241,t10010966,2020/4/30,62071,17056261,3,F
o90542709,t10007503,2020/4/15,89880,46752316,9,F
o91673232,t10007673,2021/5/8,61509,43046167,2,F
o13701491,t10011139,2021/4/6,71973,57585349,7,T
o93348354,t10008095,2021/6/5,68401,37173182,8,F
o50724500,t10006494,2021/1/6,28344,10445547,7,T
o73495807,t10005188,2020/8/20,20517,22961594,9,F
o86620250,t10005074,2020/4/18,16101,58492911,6,F
o10232743,t10008377,2021/8/8,27377,61844089,2,T
o70322500,t10005020,2020/7/5,21417,94974279,1,F
o43125541,t10004889,2019/11/6,32922,45011550,2,F
o29698273,t10003940,2021/8/19,32192,98772188,5,F
o54979188,t10007842,2021/12/29,12688,80966412,3,T
o74019139,t10009889,2020/4/30,99755,35125582,4,F
o49630689,t10009136,2021/3/1,11414,40900747,8,T
o75019344,t10012361,2019/11/20,78044,50613077,10,F
o24724412,t10000543,2021/12/23,93444,65253045,5,T
o48170131,t10000555,2021/6/30,30636,80693637,9,T
o72022100,t10007718,2021/1/28,67745,21500053,3,T
o48698740,t10001593,2020/9/5,97903,15660786,3,F
o88451395,t10009542,2020/4/22,74868,78114171,4,F
o61975260,t10003227,2020/1/19,62002,76861220,10,F
o82976855,t10011743,2021/2/28,54423,25476479,6,T
